From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
7n4j	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7fjn	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7bek	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7wbz	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7wog	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7l2c	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8f0h	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7x8w	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7wbh	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7d0b	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7yve	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8vif	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7s0b	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8hp9	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
6xkp	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7s5r	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7yad	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8hpu	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7k8s	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7n5h	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7k8z	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7v2a	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7x2h	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7cwt	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7ycl	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7qez	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7ey5	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7czt	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7m6h	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7yr1	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7mzk	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7ws0	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7ezv	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8c2r	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7kzb	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7eh5	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8dlw	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7lxz	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
9fgs	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7wh8	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8qh1	A0A8A5XRG7	unreviewed	A0A8A5XRG7_SARS2	Spike glycoprotein	S	Severe acute respiratory syndrome coronavirus 2	1270
7kmh	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7xcp	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7xeg	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
6xe1	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7k43	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7chh	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8i4f	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7e8f	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7zfd	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
6wpt	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7whz	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
6xkq	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7yd1	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8zhg	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7eng	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7wwk	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7or9	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7qnx	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7u8e	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7ru5	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8xsl	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8qpr	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7sd5	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8ix3	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8eqf	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7fae	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8dw2	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7beh	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7soc	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7l2f	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8ker	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8e1g	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7dk2	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7l3n	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7lrs	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7l06	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7bep	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8smt	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7s0d	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7bnv	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7ydi	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
9fgr	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8zc5	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7tcc	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7l02	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7l5b	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8vyg	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8cbf	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7n8i	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7yvk	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7jmo	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7nd3	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8xi6	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8swh	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7nx9	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8bg2	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7lop	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7zf9	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7y3o	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7ey4	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7lss	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7lxy	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8yrp	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7yck	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7pry	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7bei	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
6xc2	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7klh	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8xse	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8i3s	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7cdi	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7wo7	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8hpq	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7xei	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8qh0	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7ws1	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7wtg	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8dce	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8zho	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7q0i	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7kfx	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7e8m	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8a96	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7q0g	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7czz	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7q6e	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7ls9	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7chp	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8gsb	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7wro	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8bg5	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7y71	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7nx8	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7fcq	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7mzj	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8gdr	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7n3i	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7qf1	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7x6a	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7e5s	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8xsj	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7yvg	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7wqv	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7swp	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7nd8	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7cws	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7orb	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8cwk	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8hgl	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8q5y	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7e9o	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7zr9	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7wi0	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7kfv	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8j26	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7str	P0DTC9	reviewed	NCAP_SARS2	Nucleoprotein	N	Severe acute respiratory syndrome coronavirus 2	419
7k90	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7cai	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7k45	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7won	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7deo	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7wcd	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7the	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7wch	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7k8t	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7nxa	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7czw	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7ps2	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8i5h	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7ycn	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7k8m	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7x63	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7s5p	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7czs	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7ws3	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7ly2	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7yvp	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7e39	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7yr0	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7ej4	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7jv4	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7u0p	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8h7l	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7rkv	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7ytn	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7wr8	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7q9m	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7jv2	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7d0d	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7soa	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7k9z	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7n3c	P0DTC9	reviewed	NCAP_SARS2	Nucleoprotein	N	Severe acute respiratory syndrome coronavirus 2	419
7l2d	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8c0y	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7xd2	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7wo5	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7cr5	P0DTC9	reviewed	NCAP_SARS2	Nucleoprotein	N	Severe acute respiratory syndrome coronavirus 2	419
7f7e	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
8elj	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7wsc	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
7k8x	P0DTC2	reviewed	SPIKE_SARS2	Spike glycoprotein	S 2	Severe acute respiratory syndrome coronavirus 2	1273
